image,prediction,score_a_noamd,score_b_amd
3393701_21016_0_0.png,a_noamd,0.8803802,0.11961982
3406454_21015_0_0.png,a_noamd,0.9074982,0.0925018
3442183_21015_0_0.png,a_noamd,0.8717034,0.12829663
3453675_21016_0_0.png,a_noamd,0.85553,0.14446993
3455372_21015_0_0.png,b_amd,0.4467551,0.5532449
3466158_21016_0_0.png,a_noamd,0.81903154,0.18096846
3480066_21016_1_0.png,a_noamd,0.65980065,0.3401993
3488530_21016_0_0.png,a_noamd,0.9038859,0.09611406
3500747_21015_0_0.png,a_noamd,0.86578715,0.1342129
3517390_21015_0_0.png,a_noamd,0.8693354,0.1306646
3517510_21016_0_0.png,a_noamd,0.84972626,0.15027373
3528682_21015_0_0.png,a_noamd,0.8625261,0.1374739
3540784_21016_1_0.png,a_noamd,0.7947866,0.20521347
3545495_21015_1_0.png,a_noamd,0.8307718,0.16922815
3569605_21016_0_0.png,a_noamd,0.8677407,0.13225931
3569620_21015_1_0.png,a_noamd,0.8786527,0.1213473
3577464_21015_0_0.png,b_amd,0.35905212,0.6409479
3580339_21016_0_0.png,a_noamd,0.85107183,0.14892824
3581537_21016_0_0.png,a_noamd,0.793475,0.20652501
3593150_21016_1_0.png,a_noamd,0.9309221,0.069077834
3595229_21015_0_0.png,a_noamd,0.86891645,0.13108358
3608666_21015_0_0.png,a_noamd,0.8585446,0.14145541
3619899_21015_0_0.png,a_noamd,0.71107143,0.28892854
3633033_21015_1_0.png,a_noamd,0.9458666,0.054133456
3642698_21015_0_0.png,a_noamd,0.9260824,0.0739176
3665587_21015_0_0.png,a_noamd,0.8900405,0.10995945
3666583_21016_1_0.png,a_noamd,0.9196065,0.080393486
3670750_21016_0_0.png,a_noamd,0.8761334,0.12386665
3675573_21015_0_0.png,b_amd,0.34954157,0.6504584
3677332_21015_0_0.png,a_noamd,0.8540627,0.14593728
3692598_21015_0_0.png,b_amd,0.4582605,0.5417395
3710966_21016_0_0.png,a_noamd,0.86078435,0.1392156
3712684_21015_1_0.png,a_noamd,0.88854486,0.111455105
3713635_21015_0_0.png,b_amd,0.32031253,0.6796875
3714286_21015_1_0.png,a_noamd,0.87625396,0.12374607
3735116_21015_1_0.png,a_noamd,0.85163254,0.14836746
3739249_21016_0_0.png,a_noamd,0.8980978,0.10190215
3747207_21015_0_0.png,a_noamd,0.88189024,0.11810973
3750130_21016_0_0.png,a_noamd,0.8682252,0.13177478
3757353_21016_1_0.png,a_noamd,0.85331374,0.14668632
3758086_21016_0_0.png,a_noamd,0.86052495,0.13947505
3759184_21015_1_0.png,a_noamd,0.85616064,0.14383933
3782601_21016_0_0.png,a_noamd,0.87514144,0.124858506
3788232_21016_0_0.png,a_noamd,0.8015202,0.19847974
3819338_21015_0_0.png,a_noamd,0.82398844,0.17601156
3821541_21015_0_0.png,a_noamd,0.85460687,0.14539312
3837166_21015_1_0.png,a_noamd,0.9160183,0.083981715
3854320_21015_0_0.png,b_amd,0.25402442,0.74597555
3866437_21015_0_0.png,a_noamd,0.87423927,0.12576078
3867969_21016_0_0.png,a_noamd,0.8633674,0.13663258
3880793_21015_1_0.png,a_noamd,0.9620568,0.03794318
3883826_21015_0_0.png,a_noamd,0.9351819,0.06481805
3889732_21016_0_0.png,a_noamd,0.8304376,0.16956237
3896214_21016_0_0.png,a_noamd,0.8784884,0.12151156
3908934_21016_1_0.png,a_noamd,0.86681616,0.13318387
3910674_21015_0_0.png,a_noamd,0.8933876,0.106612414
3919658_21015_0_0.png,a_noamd,0.82974184,0.1702581
3923587_21015_1_0.png,a_noamd,0.85507977,0.14492026
3926725_21016_0_0.png,a_noamd,0.84836537,0.15163463
3935681_21016_0_0.png,a_noamd,0.84742165,0.15257834
3945714_21015_0_0.png,a_noamd,0.8875451,0.112454906
3951801_21016_1_0.png,b_amd,0.17610686,0.82389313
3960725_21016_0_0.png,a_noamd,0.8849645,0.1150355
3977319_21015_0_0.png,a_noamd,0.88108224,0.11891778
3978228_21016_0_0.png,a_noamd,0.8555655,0.14443456
3986061_21015_0_0.png,a_noamd,0.8355028,0.16449721
3989606_21016_0_0.png,a_noamd,0.8207082,0.17929177
3995966_21015_1_0.png,a_noamd,0.8486108,0.15138915
4000600_21016_1_0.png,a_noamd,0.9386273,0.06137265
4008587_21016_0_0.png,a_noamd,0.85783255,0.14216746
4019648_21016_1_0.png,a_noamd,0.86977637,0.13022363
4024308_21016_0_0.png,a_noamd,0.8645471,0.1354529
4043443_21016_0_0.png,a_noamd,0.90929526,0.09070475
4047283_21016_0_0.png,a_noamd,0.707453,0.29254696
4084652_21016_1_0.png,a_noamd,0.8771378,0.12286222
4109978_21016_0_0.png,a_noamd,0.607583,0.39241704
4146349_21016_1_0.png,a_noamd,0.7915166,0.20848335
4158297_21016_1_0.png,b_amd,0.38786143,0.6121386
4197728_21015_0_0.png,a_noamd,0.9162037,0.08379633
4199140_21015_1_0.png,a_noamd,0.94171035,0.058289643
4204893_21015_0_0.png,a_noamd,0.82875806,0.17124194
4206869_21015_1_0.png,a_noamd,0.88992494,0.110075034
4218219_21016_1_0.png,a_noamd,0.8150428,0.1849572
4221430_21015_0_0.png,a_noamd,0.938116,0.061884016
4222894_21016_1_0.png,a_noamd,0.7477144,0.2522856
4228877_21015_0_0.png,a_noamd,0.8519876,0.14801235
4229042_21016_0_0.png,a_noamd,0.52204525,0.4779548
4244571_21015_0_0.png,a_noamd,0.84710294,0.15289706
4248477_21016_0_0.png,a_noamd,0.77786815,0.22213185
4249088_21015_0_0.png,a_noamd,0.9369855,0.063014515
4253334_21015_1_0.png,a_noamd,0.8900654,0.109934606
4262947_21016_0_0.png,a_noamd,0.7926222,0.20737776
4266504_21016_0_0.png,a_noamd,0.7548841,0.24511588
4274657_21015_0_0.png,a_noamd,0.7200582,0.27994183
4308105_21015_1_0.png,b_amd,0.22000977,0.77999026
4311696_21015_0_0.png,a_noamd,0.943727,0.056273054
4314171_21016_0_1.png,a_noamd,0.77155095,0.22844908
4314661_21015_0_0.png,a_noamd,0.67619437,0.32380566
4314661_21016_0_0.png,a_noamd,0.8571661,0.14283392
4329106_21015_1_0.png,a_noamd,0.86722404,0.13277592
4330232_21016_0_0.png,a_noamd,0.8651123,0.13488767
4333302_21015_0_0.png,a_noamd,0.5620704,0.43792954
4367958_21016_0_0.png,a_noamd,0.87438667,0.12561329
4381568_21016_0_0.png,b_amd,0.37247565,0.6275243
4445145_21016_0_0.png,a_noamd,0.8519895,0.14801046
4466913_21015_0_0.png,a_noamd,0.87284994,0.12715004
4488801_21015_0_0.png,a_noamd,0.6869059,0.3130941
4493037_21015_0_0.png,a_noamd,0.8646996,0.13530037
4504638_21015_1_0.png,a_noamd,0.84255475,0.15744525
4505028_21016_0_0.png,a_noamd,0.87297183,0.12702821
4535894_21016_0_0.png,a_noamd,0.8820005,0.117999494
4538214_21015_0_0.png,b_amd,0.20155755,0.7984424
4546863_21015_1_0.png,a_noamd,0.90663505,0.09336492
4549528_21016_0_0.png,a_noamd,0.8449677,0.15503228
4554312_21015_0_0.png,a_noamd,0.8702132,0.12978686
4557956_21015_0_0.png,a_noamd,0.54693407,0.45306596
4559426_21016_0_0.png,a_noamd,0.8749254,0.12507457
4568055_21015_0_0.png,a_noamd,0.82667136,0.17332858
4569390_21016_0_0.png,a_noamd,0.88726354,0.11273644
4570807_21015_0_0.png,a_noamd,0.77199143,0.22800858
4587312_21016_0_0.png,a_noamd,0.9703645,0.029635524
4618199_21016_0_0.png,a_noamd,0.81513065,0.18486938
4637907_21015_0_0.png,a_noamd,0.82363963,0.17636043
4689650_21015_0_0.png,a_noamd,0.8561869,0.1438131
4720552_21015_1_0.png,a_noamd,0.788585,0.21141501
4723952_21016_0_0.png,a_noamd,0.5391816,0.46081838
4724275_21015_0_0.png,a_noamd,0.8787215,0.12127856
4731434_21015_0_0.png,a_noamd,0.8785733,0.12142676
4732402_21015_0_0.png,a_noamd,0.87070173,0.12929824
4743789_21016_0_1.png,a_noamd,0.86476606,0.13523386
4758325_21015_0_0.png,a_noamd,0.84460413,0.15539591
4781206_21015_1_0.png,a_noamd,0.92418426,0.075815775
4798553_21015_1_0.png,a_noamd,0.8648843,0.1351157
4801757_21016_0_0.png,a_noamd,0.8371958,0.16280417
4805734_21015_0_0.png,a_noamd,0.8717692,0.12823077
4821429_21016_0_0.png,a_noamd,0.82480276,0.17519726
4830531_21016_1_0.png,a_noamd,0.8896189,0.110381156
4832152_21016_0_0.png,a_noamd,0.64146864,0.35853136
4832509_21015_0_0.png,a_noamd,0.8220336,0.1779664
4837809_21016_0_0.png,a_noamd,0.7508853,0.24911469
4840037_21015_0_0.png,a_noamd,0.88306975,0.1169302
4849729_21016_1_0.png,a_noamd,0.9093753,0.09062468
4863770_21015_0_0.png,a_noamd,0.85458636,0.1454136
4870598_21015_1_0.png,a_noamd,0.8030732,0.19692677
4893635_21015_0_0.png,a_noamd,0.8796024,0.12039763
4904993_21015_0_0.png,a_noamd,0.7896858,0.2103142
4917842_21016_0_0.png,a_noamd,0.8772692,0.122730725
4932133_21015_1_0.png,a_noamd,0.78715533,0.21284465
4935738_21016_0_0.png,a_noamd,0.8338868,0.16611318
4938364_21015_0_0.png,a_noamd,0.8778312,0.1221688
4948455_21015_0_0.png,a_noamd,0.87111187,0.12888812
4958616_21016_1_0.png,a_noamd,0.88646674,0.1135333
4968829_21015_0_0.png,a_noamd,0.6379362,0.36206383
4969707_21016_0_0.png,b_amd,0.14347506,0.8565249
4974108_21015_1_0.png,a_noamd,0.85769117,0.14230888
4986281_21016_1_0.png,a_noamd,0.9544316,0.045568436
4992162_21015_1_0.png,a_noamd,0.86478233,0.13521765
5045384_21016_0_0.png,a_noamd,0.8853599,0.114640124
5060389_21015_0_0.png,a_noamd,0.8352708,0.16472924
5080584_21015_0_0.png,a_noamd,0.8600398,0.13996021
5092374_21015_1_0.png,a_noamd,0.86596483,0.13403524
5097977_21016_0_0.png,a_noamd,0.85398906,0.1460109
5146391_21015_0_0.png,a_noamd,0.71407354,0.28592646
5158731_21016_0_0.png,a_noamd,0.87690496,0.12309499
5169194_21016_0_0.png,a_noamd,0.8420535,0.15794654
5170070_21015_0_0.png,a_noamd,0.8783521,0.12164786
5183538_21016_1_0.png,a_noamd,0.8347031,0.16529696
5199888_21015_0_0.png,b_amd,0.45358288,0.54641706
5203939_21015_1_0.png,a_noamd,0.78969944,0.21030062
5225003_21016_0_0.png,a_noamd,0.69351715,0.30648288
5228382_21015_0_0.png,a_noamd,0.8740938,0.1259062
5242771_21016_0_0.png,a_noamd,0.6161227,0.3838773
5253450_21015_0_0.png,a_noamd,0.88725954,0.11274045
5262483_21016_0_0.png,a_noamd,0.86003095,0.13996902
5282139_21015_0_0.png,a_noamd,0.87437475,0.12562527
5294080_21015_0_0.png,a_noamd,0.8958217,0.10417825
5299948_21015_1_0.png,a_noamd,0.86444485,0.13555515
5304839_21015_0_0.png,a_noamd,0.7497095,0.2502905
5316967_21015_0_0.png,a_noamd,0.8304303,0.16956964
5327176_21016_0_0.png,a_noamd,0.8906125,0.10938747
5332398_21016_0_0.png,a_noamd,0.90099233,0.099007696
5337066_21015_1_0.png,b_amd,0.18812807,0.8118719
5339536_21015_0_0.png,a_noamd,0.7075535,0.2924465
5346101_21015_0_0.png,a_noamd,0.8719783,0.12802175
5367610_21016_1_0.png,a_noamd,0.78612524,0.21387474
5373136_21015_0_0.png,a_noamd,0.879324,0.120676
5376386_21015_1_0.png,a_noamd,0.9422444,0.057755556
5403145_21016_1_0.png,a_noamd,0.7664533,0.23354666
5436740_21015_0_0.png,a_noamd,0.85362387,0.14637616
5441934_21015_1_0.png,a_noamd,0.87455535,0.12544468
5458636_21016_0_0.png,a_noamd,0.88829553,0.11170453
5465421_21016_0_0.png,a_noamd,0.6815161,0.31848392
5471791_21015_1_0.png,a_noamd,0.52287096,0.477129
5479543_21015_0_0.png,a_noamd,0.8958283,0.104171716
5512387_21016_0_0.png,a_noamd,0.86377734,0.13622269
5522537_21016_1_0.png,a_noamd,0.8202065,0.17979354
5533264_21015_0_0.png,a_noamd,0.814737,0.18526302
5540488_21016_1_0.png,a_noamd,0.8521344,0.1478656
5544560_21015_0_0.png,a_noamd,0.8369687,0.16303124
5556812_21016_0_0.png,a_noamd,0.94664526,0.053354703
5572533_21015_1_0.png,a_noamd,0.85794896,0.14205109
5603376_21015_0_0.png,a_noamd,0.94665176,0.053348176
5641771_21015_0_1.png,a_noamd,0.859484,0.14051595
5650558_21016_1_0.png,a_noamd,0.9463161,0.053683907
5683776_21016_0_0.png,a_noamd,0.8640634,0.13593659
5754655_21016_0_0.png,a_noamd,0.8315964,0.16840361
5785633_21015_0_0.png,a_noamd,0.88051075,0.119489245
5789547_21015_0_0.png,a_noamd,0.84322584,0.15677412
5791854_21015_1_0.png,a_noamd,0.6798614,0.32013857
5800890_21015_0_0.png,a_noamd,0.862722,0.13727799
5827884_21016_0_0.png,a_noamd,0.9114879,0.08851208
5882959_21015_0_0.png,b_amd,0.2359393,0.76406074
5896368_21015_1_0.png,a_noamd,0.85155404,0.14844598
5905471_21015_1_0.png,a_noamd,0.8559853,0.14401467
5918179_21016_0_0.png,a_noamd,0.87340367,0.12659636
5927933_21016_1_0.png,a_noamd,0.90260106,0.09739892
5935747_21015_0_0.png,a_noamd,0.87538785,0.12461213
5942897_21016_0_0.png,a_noamd,0.90089965,0.09910035
5948118_21015_0_0.png,a_noamd,0.7821608,0.21783921
5949361_21015_0_0.png,a_noamd,0.88071835,0.11928165
5955947_21016_0_0.png,a_noamd,0.846698,0.15330197
5962767_21015_0_0.png,a_noamd,0.8794213,0.12057869
5974103_21016_0_1.png,a_noamd,0.8342419,0.16575809
5976620_21015_0_0.png,a_noamd,0.8550003,0.14499965
5996670_21016_0_0.png,a_noamd,0.87962115,0.120378904
6003935_21016_0_0.png,a_noamd,0.76013786,0.23986207
6024218_21015_0_0.png,a_noamd,0.88093156,0.11906844
1023925_21015_0_0.png,b_amd,0.16607516,0.8339249
1092742_21016_0_0.png,b_amd,0.1630884,0.8369116
1117805_21016_0_0.png,a_noamd,0.78826904,0.21173091
1166055_21015_0_0.png,a_noamd,0.81641555,0.18358439
1171162_21016_0_0.png,a_noamd,0.8842576,0.11574236
1197634_21015_1_0.png,b_amd,0.34634385,0.6536561
1257649_21015_0_0.png,a_noamd,0.8524943,0.14750564
1279742_21015_1_0.png,b_amd,0.21700534,0.7829946
1279742_21016_1_0.png,b_amd,0.17175594,0.82824403
1292815_21016_0_0.png,b_amd,0.2335088,0.7664912
1310277_21016_0_0.png,b_amd,0.2988077,0.70119226
1332898_21015_0_0.png,a_noamd,0.6782335,0.32176644
1332898_21016_0_0.png,b_amd,0.38207036,0.6179297
1384796_21016_0_0.png,a_noamd,0.55895054,0.44104943
